name,type,population,Lat,Long
Cauayan,town,,9.972222,122.624444
Cauayanan,hamlet,,9.916667,123.983333
Caubian,hamlet,,10.266899,124.066714
Caugo,hamlet,,11.028429,124.551537
Cauguiat,hamlet,,11.4469,122.8682
Cavilan,hamlet,,12.385337,121.350978
Cavita,hamlet,,11.134444,124.956667
Cavite,hamlet,,11.21603,124.823957
Cawacat,hamlet,,12.3442,121.3389
Cawayan,town,,12.029677,123.683614
Cawayan,village,,12.633808,121.49069
Cawayan,village,,9.810309,123.537612
Cawayan,hamlet,,10.033333,124.066667
Caway-an,hamlet,,12.318349,121.339613
Cawiran,hamlet,,11.103056,125.239722
Cawit,village,,12.873969,124.010997
Cawit Sur,hamlet,,11.133333,123.966667
Cayabon,hamlet,,12.250187,123.526412
Cayang,village,,11.043072,123.960159
Cayang,hamlet,,11.066667,123.983333
Cayanguan,hamlet,,11.689,122.2909
Ceconga-an,hamlet,,10.721724,125.817395
Central,hamlet,,12.455842,121.045913
Central,hamlet,,11.183333,123.016667
Centro,hamlet,,10.838405,123.956614
Centro,hamlet,,11.3485,122.7471
Chalung,hamlet,,11.906974,121.93011
Chicago,hamlet,,13.396,121.0984
Clarin,town,,9.963049,124.023787
Claver,town,,9.5,125.783333
Claveria,town,,12.866667,123.25
Cobadonga,hamlet,,11.3435,122.9862
Cobiado,hamlet,,11.851869,121.435498
Cocambo,hamlet,,11.6341,122.2406
Coco Beach,hamlet,,13.524684,120.963274
Cococ,hamlet,,12.065553,123.805303
Cogolong,hamlet,,12.4913,121.4366
Cogon,village,,10.264385,123.947529
Cogon,village,,12.849914,124.034269
Cogon,village,,12.935417,124.124388
Cogon,hamlet,,9.079166,123.274
Cogon,hamlet,,10.783333,125.95
Cogon,hamlet,,11.031091,125.751555
Cogon,hamlet,,11.458856,122.815871
Cogon,hamlet,,11.4641,122.803
Cogon,village,,11.4739,122.7809
Cogon,hamlet,,10.1425,124.166389
Cogon,hamlet,,11.15,124.983333
Cogon,hamlet,,10.316667,123.966667
Cogon,hamlet,,10.95,125.016667
Cogon,hamlet,,11.187778,124.907222
Cogon,hamlet,,11.6704,122.2787
Cogon,hamlet,,12.545929,122.298213
Cogon,hamlet,,11.4022,122.6613
Cogon,hamlet,,11.4474,122.677
Cogon Combado,village,8653,11.020211,124.604441
Cogon-Cumbado,hamlet,,11.00173,124.614717
Cojit,hamlet,,9.638889,123.942778
Colambis,village,,12.878479,124.030626
Colasi,hamlet,,12.4444,121.4079
Colisao,hamlet,,11.0893,124.5308
Colon,town,,10.217188,123.75477
Colon-Colong,hamlet,,12.783333,122.05
Colonia,hamlet,,9.9,124.266667
Colorado,hamlet,,12.474633,123.380254
Comaang,hamlet,,9.966574,124.034074
Communal,village,,13.30892,121.160248
Compania,village,,10.691827,122.540398
Compostela,town,39167,10.454922,124.010647
Comun,hamlet,,9.645,124.3
ConcepciÃ³n,village,,12.049668,119.972315
Concepcion,town,,11.21549,123.105925
Concepcion,village,,10.692156,123.058854
Concepcion,village,1298,11.08216,124.59194
Concepcion,town,,12.903719,121.715099
Concepcion,village,,12.39689,123.416742
Concepcion,hamlet,,11.3026,122.6189
Conception,village,,12.656,120.905053
Conciencia,hamlet,,11.466108,122.78984
Condinaaw,hamlet,,10.03551,124.148526
Condong,hamlet,,11.6338,122.2077
Congyco,hamlet,,12.428244,123.464974
Conracon,hamlet,,12.868412,121.440215
Consolacion,town,87544,10.37658,123.9573
Consolacion,village,430,10.946503,124.460508
Consolacion,hamlet,,9.874988,126.10632
Consolacion,hamlet,,11.3284,122.6332
Consuelo,village,,10.634818,124.30101
Corcuera,town,,12.8,122.05
Cordova,town,45713,10.251565,123.949995
Corella,town,,9.687811,123.920679
Cornago,hamlet,,9.65,123.983333
Corneo,village,,11.701921,124.430552
Corocauayan,hamlet,,11.982891,124.430933
Coroconog,village,,12.509213,124.903973
Coron,town,,11.998844,120.206024
Corona del mar Subdivision,village,,10.245715,123.821009
Corong-Corong,village,,11.168297,119.397588
Corte,village,,10.610672,124.002401
Cortes,town,,9.72266,123.879064
Cortes,town,,9.233333,126.166667
Costa Rica,hamlet,,11.944194,124.336202
Cotcot,village,,10.425041,124.00049
Cotcoton,village,,9.745638,123.344145
Coticot,village,,11.12693,125.460663
Cruz,village,830,10.978934,124.409271
Cruzada,village,,13.155503,123.740776
Cuaming Island,hamlet,,10.033333,124.05
Cuariero,hamlet,,11.3407,122.6694
Cuartero,town,,11.323868,122.687411
Cubacub,hamlet,,10.333333,123.95
Cubasaan,hamlet,,9.744444,124.299444
Cubay,hamlet,,11.4249,122.9645
Cubay,hamlet,,11.7773,121.8734
Cubay Norte,village,,11.909228,121.933555
Cubay Sur,village,,11.907129,121.928748
Cudonian,hamlet,,11.316667,123.033333
Culaba,town,,11.655596,124.540621
Culasi,town,,11.42567,122.056811
Culasi,village,,9.472015,123.298387
Culasisi,hamlet,,12.263454,121.133412
Culauin,hamlet,,11.133333,124.916667
Culilang,hamlet,,11.4436,122.9468
Culinos,hamlet,,11.7762,122.0818
Culmes,hamlet,,11.7727,122.099
Cumadcad,village,,12.982896,123.793024
Cumawit,hamlet,,12.622712,123.597007
Cumbado,hamlet,,11.083333,123.966667
Cunalum,village,,10.042846,122.995012
Curajo,hamlet,,11.172109,124.988535
Curva,village,,11.137054,124.004854
Cutting,hamlet,,11.234628,124.960752
Cuyap,hamlet,,12.619904,123.667199
Cuyo,town,,10.848684,121.013786
Daan Secante,village,447,10.656604,124.481125
Daanbantayan,village,,11.250345,123.999902
Daang Babangon,village,,10.919885,124.027751
Daanlungsod,village,,11.153201,123.957233
Daanlungsod,hamlet,,10.648384,123.763674
Dabdob,hamlet,,12.606805,123.677057
Dacay,village,,11.002941,125.009276
Dacay Cabacungan,hamlet,,10.95,125.033333
Dacong Cog,hamlet,,9.783193,123.786913
Dacu,hamlet,,12.366667,123.616667
Daga,hamlet,,11.4957,122.7751
Dagami,town,,11.062515,124.901976
Dagohoy,town,,9.916667,124.283333
Dagongdong,hamlet,,10.366667,123.966667
Dahican (zu Carrascal),village,,9.4458,125.940804
Dait,hamlet,,10.083333,124.116667
Dait Sur,hamlet,,10.03311,124.066906
Dakit,village,,11.027495,124.003328
Dalagan,hamlet,,12.946007,121.496916
Dalaguete,town,,9.76189,123.531992
Dalape,hamlet,,12.011,123.7694
Dalaragan,village,,11.026728,125.755349
Dalicanan,village,,11.177278,122.750306
Dalid,hamlet,,10.733333,123.833333
Dalingding,village,,11.176119,123.984839
Dalingding Norte,village,,11.196062,123.979369
Dalingding Sur,village,,11.179305,123.973198
Daloto,hamlet,,12.054446,124.20218
Damayan,hamlet,,11.492677,122.553836
Damula-an,village,,10.8651,124.7234
Damulog,village,,10.772319,124.004866
Danao,town,,9.951247,124.222239
Danao,village,1593,11.072122,124.700947
Danao,hamlet,,9.633333,124.2
Danao,hamlet,,13.466667,121.866667
Danasan,hamlet,,10.5746,123.8487
Dancalan,village,,12.769262,124.140178
Dancayan,village,,12.911237,123.590791
Dancing Sun Subdivision,village,,10.088219,123.633556
Dangkalan Munti,hamlet,,12.275252,121.376812
Danguid,hamlet,,11.3008,122.666
Danhug,village,1115,10.960761,124.647559
Danlog ?,village,,13.032176,123.714601
Dao,town,,11.390504,122.686755
Dao,town,,10.518237,121.944424
Dao,hamlet,,9.616469,124.216918
Daorong,village,,9.549852,123.756995
Dapa,town,,9.75691,126.051588
Dapauan,hamlet,,12.406944,122.027778
Dapauan,hamlet,,12.411389,121.995556
Dapdap,village,,10.491731,123.932001
Dapdap,hamlet,,11.2346,124.053
Dapdap,hamlet,,11.180278,124.871667
Dapdap,hamlet,,11.190833,124.880278
Dapdap,hamlet,,12.2155,123.7662
Dap-Dap,village,,10.466331,123.436473
Dapdap Tangalan,hamlet,,11.7789,122.2634
Dapdapan,hamlet,,11.4943,122.6314
Dapitan,village,,10.270738,123.947043
Daplas,hamlet,,11.3919,122.7312
Daplian,hamlet,,12.5181,123.7487
Daquitdaquit,hamlet,,12.293044,122.636711
Daraga,town,,13.148127,123.715681
Das-ag,hamlet,,11.4624,122.5054
Dauin,town,,9.191111,123.265556
Dauis,town,,9.6,124.833333
Dauis,town,,9.623948,123.866468
Dauis,hamlet,,11.896334,121.570929
Dawis Norte,town,,10.577009,124.01905
Dawkan,village,,9.15373,124.76255
Dayangdang,hamlet,,12.324749,121.261513
Day-as,village,,10.301761,123.902119
Day-as,village,,10.254455,123.941069
Dayhagan,village,1260,11.064177,124.59737
Dayhagan,hamlet,,12.424402,123.277718
Dayhagon,village,,11.080182,123.975773
Dayhagon,hamlet,,11.416667,122.666667
Dayong,hamlet,,11.7412,122.0345
Del Carmen,town,,9.868695,125.970558
Del Pilar,village,,13.273287,121.147682
Desamparados,hamlet,,9.903167,123.872494
Diit,village,,11.263966,124.964529
Dimasalang,town,,12.166667,123.833333
Dimasalang,hamlet,,12.193138,123.858602
Dimiao,town,,9.616667,124.166667
Dimipac Island,island,,12.367222,119.904167
Dinagat,town,,9.980149,125.608775
Dingle,town,,11.000076,122.671784
Dinogmaan,hamlet,,11.556667,122.635833
Dionela,hamlet,,11.857279,121.49561
Dipi,hamlet,,11.144662,124.516795
Dita,village,,10.02739,124.460179
DoÃ±a Feliza Z. Mejia,village,2659,11.022966,124.59866
Dolores,town,,12.05,125.333333
Dolores,village,2602,11.073428,124.625735
Don Carlos Rivilla (Borok),village,1708,10.999636,124.648079
Don Pedro,village,,11.063325,123.973296
Don Potenciano Larrazabal,village,620,11.144169,124.530497
Don Salvador Benedicto,town,,10.577608,123.220457
Dona Rosario Village,village,,10.347139,123.950215
Donghol,village,2011,11.041132,124.627232
Dongon,hamlet,,11.7196,122.316
Donsol,town,,12.907716,123.598606
Doong,hamlet,,11.017093,123.936935
Duangan,hamlet,,10.461665,123.755732
Duangon,hamlet,,9.736944,124.123056
DueÃ±as,town,,11.069537,122.613246
Duero,town,,9.766667,124.4
Dugayan,hamlet,,11.7692,122.16
Dulag,town,,10.952604,125.030116
Dulangan,hamlet,,13.468704,120.980593
Dulangan,hamlet,,11.4561,122.9557
Dulong Bayon,hamlet,,13.318483,121.290518
Duluan,hamlet,,11.3607,122.9197
Dumagat,hamlet,,11.761,122.0828
Dumalag,town,,11.283333,122.616667
Dumalag,hamlet,,11.308,122.6236
Dumalan,village,,9.821547,123.482745
Dumangas,town,,10.821586,122.713508
Dumanjug,town,,10.057245,123.438201
Dumarag,hamlet,,11.133333,124.866667
Dumaran,town,,10.526513,119.77038
Dumarao,town,,11.267806,122.693408
Dumatad,hamlet,,11.7882,122.2551
Dumga,village,,11.718245,122.283146
Dumlog,village,,10.238982,123.841331
Dumrog,village,,11.055615,125.751654
Dunglas,hamlet,,12.166667,121.116667
Dungon,hamlet,,12.197213,123.808805
East Timawa,village,,10.69696,122.550108
Ekiran,hamlet,,10.95,125.033333
El Nido,town,,11.179563,119.391313
El Pardo,village,,9.659909,123.491247
Enrique B. Magalona,town,,10.833333,123.05
Enrique Villanueva,town,,9.275981,123.646127
EnseNagan,hamlet,,11.418092,122.851068
Epel,village,,10.439557,123.422136
Ermita,village,,10.444899,123.418165
Escalante,town,,10.841268,123.499263
Escuala,village,,12.825733,124.049135
Esmino,village,,10.071741,124.555972
Espenanzo,hamlet,,11.4011,122.5279
Esperanza,town,,11.8,124
Esperanza,village,,10.699562,124.314489
Esperanza,village,673,11.071619,124.490743
Esperanza,village,,9.237974,124.696015
Esperanza,village,3060,10.701742,124.413264
Esperanza,village,,10.394353,125.608294
Esperanza,village,,9.977025,125.274667
Estaca,village,,10.435085,124.008342
Estacahan,hamlet,,9.985556,124.284722
Estaka,hamlet,,11.80405,124.838923
Estampar,hamlet,,12.003766,123.933789
Estancia,town,,11.466667,123.15
Estancia,hamlet,,11.6864,122.3702
Estrella,hamlet,,13.328982,121.310918
Evangelista,hamlet,,13.28452,121.106375
Evangelista,hamlet,,13.3335,121.0972
Executive,village,,12.97218,123.98756
Fabrica,village,,12.819673,124.088973
Famosa,hamlet,,12.638435,123.685506
Fatima Village,village,,10.761905,122.578293
Fernandez,hamlet,,11.3831,122.7733
Ferrol,town,,12.333333,121.95
Fisherman's Village,village,,11.215829,125.024976
Fortaleza,hamlet,,10.733333,123.816667
Fragante,hamlet,,11.7438,122.1
Frenzol,hamlet,,11.154972,122.699028
Fuente,village,,10.606877,124.025278
Funda,hamlet,,11.3911,122.6419
Gaas,village,1120,11.017998,124.729395
Gaas,hamlet,,10.5,123.716667
Gabag,village,,12.720952,123.975539
Gabao,village,,12.992405,124.016823
Gabas,hamlet,,11.233333,124.716667
Gabawan,village,,12.427175,122.003426
Gabi,village,,10.262607,123.961595
Gaed,hamlet,,12.178336,123.876395
Gahit,hamlet,,12.0403,123.9832
Gairan,village,,11.055608,124.023497
Gajimos,hamlet,,12.6,122.283333
Galicia,hamlet,,11.5306,122.1616
Galotan,hamlet,,11.2,124.8
Gamay,town,,12.386766,125.301519
Gamboa,hamlet,,13.1517,121.2461
Gamo,hamlet,,12.383333,121.133333
Gamot,hamlet,,12.328949,121.180713
Gamot,hamlet,,12.389546,121.102813
Gandara,town,,12.012917,124.811447
Gapasan,hamlet,,12.336849,121.192813
Garcia,village,,10.041857,126.069962
Garet,hamlet,,11.7159,122.1273
Garing,village,,10.419671,123.946128
Garing,hamlet,,10.366667,123.966667
Gasan,town,,13.322203,121.847604
Gawaygaway,hamlet,,11.082511,123.935855
Gegacjac,village,,11.179694,122.601111
Gemat-y,village,,11.100771,122.624619
Gemumua Agahon,village,,11.198471,122.774151
General,village,1206,10.629594,124.447004
General Luna,town,,9.78347,126.156301
General MacArthur,town,,11.232948,125.494495
Genonocan,hamlet,,9.933333,123.966667
Giagsam,hamlet,,11.233333,124.766667
Gibon,village,,11.857318,122.047115
Gibucauan,hamlet,,11.2125,124.773889
Gigaquit,town,,9.516667,125.65
Gigosa,hamlet,,11.089167,125.511389
GIMBAWIAN,village,,10.248508,123.638142
Ginablan,hamlet,,12.521531,122.260413
Ginansan,hamlet,,11.946409,124.30789
Ginatilan,town,,9.568739,123.315001
Ginatilan,hamlet,,10.5,123.716667
Ginatilan,hamlet,,10.517055,123.858006
Gines Viejo,village,,11.116591,122.623004
Ginguyuran,hamlet,,9.633333,124.15
Ginhawa,hamlet,,13.075299,121.362317
Giporlos,town,,11.121088,125.448901
Gitabla,hamlet,,11,125
Glenville Subdivision Phase 2,village,,10.780558,122.586964
Gloria,town,,12.964306,121.478187
Godela,hamlet,,11.267437,125.074196
Gogon,village,,13.156213,123.742075
Goldbag,hamlet,,12.468238,123.386706
Golon,village,,10.983855,124.025775
Gonsiang,hamlet,,10.25,123.95
Goob,hamlet,,13.283889,121.159722
Gose,hamlet,,11.428,122.9808
Granada,village,,10.666061,123.035192
Granada,hamlet,,10.527903,123.752481
Green Valley,village,902,11.061818,124.501586
Guadalupe,village,,10.330377,123.877134
Guadalupe,village,,11.005564,124.013885
Guba,village,,10.428229,123.889899
Gubat,town,,12.918985,124.119829
Guia,hamlet,,11.7469,122.0741
Guia,hamlet,,11.3694,122.8363
Guibuangan,village,,12.37484,125.25431
Guihulngan,town,,10.183333,123.2
Guilao,village,,10.205306,124.164206
Guimbal,town,,10.661439,122.32286
Guimbitayan,village,,11.345168,124.110062
Guimpilakan,hamlet,,10.733333,123.833333
Guinabasan,hamlet,,10.628107,123.743103
Guinalas,hamlet,,12.309543,122.629511
Guindahap,hamlet,,12.6565,123.6212
Guindapulan,village,,11.166223,124.998082
Guindulman,town,,9.764411,124.488998
Guinhalinan,hamlet,,10.95,125
Guinluthangan,village,,12.041859,123.546299
Guinob-an,village,,11.138611,125.270833
Guinobatan,village,,10.043512,124.409762
Guinobatan,village,,13.386182,121.182755
Guinobatan,hamlet,,10.881546,124.518021
Guinobatan,hamlet,,10.897455,124.531411
Guinoo,village,,11.672135,124.369619
Guinpilakan,hamlet,,10.898299,123.92665
Guinpingan,hamlet,,12.615224,122.288313
Guinsiliban,town,,9.09653,124.78026
Guintariban,hamlet,,12.526175,123.665666
Guintarujan,hamlet,,12.6027,123.612173
Guintas,hamlet,,11.4232,122.6555
Guintigui-an,village,1953,11.116244,124.528562
Guiob,hamlet,,12.284752,121.275512
Guiod,hamlet,,12.258654,121.081012
Guisec,hamlet,,12.3,123.45
Guisi,village,,10.483926,122.476563
Guiuan,town,,11.032381,125.724517
Guiwanon,village,,10.618921,124.022571
Guizo,village,,10.330855,123.93839
Gumaca,hamlet,,12.484587,123.480784
Gumahang,hamlet,,12.586238,123.268662
Gumalpang,hamlet,,13.3587,121.0708
Gun-ob,hamlet,,10.306667,123.956111
Gutad,hamlet,,13.3639,121.244
Gutosan,hamlet,,12.287145,122.623011
Guyguy,hamlet,,13.379167,121.928611
Guzman-Jesena,village,,10.719057,122.531719
Habag,hamlet,,10.820329,125.700989
Habana,hamlet,,11.875975,122.02321
Habana,hamlet,,11.880576,121.91731
Habang-Sapa,hamlet,,12.610729,121.442614
Hacopon,hamlet,,11.663193,124.735553
Hagnaya,village,,11.09069,123.944136
Haguikhikan,hamlet,,11.524541,124.447681
Halabas,hamlet,,11.125446,124.884619
Hamorawon,hamlet,,11.004473,125.631367
Hamurawon,hamlet,,11.1,125.633333
Hanagdong,hamlet,,11.9281,124.2922
Hangakitanon,hamlet,,11.133333,124.616667
Harrison,hamlet,,13.45,120.433333
Hawili,hamlet,,12.5,121.4
Haya Ivisan,hamlet,,11.520556,122.726944
Hermag Village,village,,10.351717,123.947028
Hernani,town,,11.333333,125.583333
Hibunawon,village,995,11.103054,124.614171
Hibunawon,hamlet,,11.148056,124.815278
Hibung,hamlet,,11.863376,122.03941
Higatangan,hamlet,,11.5637,124.2745
Hilongos,town,,10.371598,124.750535
Hilotongan,hamlet,,10.25,123.95
Himamaylan,town,,10.09215,122.872517
Himarco,hamlet,,11.0864,124.4124
Himensulan,village,,10.596695,124.282091
Hinabangan,town,,11.7,125.183333
Hinagbauam,hamlet,,11.0373,124.437
Hinagbauan,hamlet,,11.0174,124.4702
Hinalinan,hamlet,,11.7404,122.0724
Hinapolon,hamlet,,11.15,124.983333
Hindang,town,,10.433892,124.726381
Hindug,hamlet,,9.6,124.15
Hingatmonan,hamlet,,10.511111,123.775
Hinigaran,town,,10.266667,122.9
Hiningaan,hamlet,,11.916401,121.575143
Hinoba-an,town,,9.588611,122.474444
Hinobigan,hamlet,,12.3993,121.3328
Hinunangan,town,,10.394626,125.198531
Hinundayan,town,,10.352701,125.252655
Hipona,hamlet,,11.4174,122.8825
Hobangan,hamlet,,10.066667,124.183333
Holongahog,hamlet,,11.4195,122.8541
Homonhon,hamlet,,10.742414,125.722679
Honan,village,914,10.912275,124.477796
Hubang,hamlet,,11.216667,124.833333
Hubangon,village,,9.17282,124.78065
Hubas,hamlet,,11.125833,124.873889
Hubasan,hamlet,,11.1537,124.4103
Hubaw,village,,10.437137,123.901593
Hubay,village,,10.420639,123.993076
Hugpa,village,571,11.030179,124.655998
Hugpa,hamlet,,11.4947,124.491794
Ibaba East,village,,13.415293,121.179169
Ibaba West,village,,13.414122,121.175929
Ibabao,village,,10.27311,123.951076
Ibajay,town,,11.766667,122.15
Ibajay,hamlet,,11.8199,122.162
Ibao,hamlet,,11.6886,122.3375
Ibarra,hamlet,,11.683333,124.866667
Ibo,village,,10.330044,123.984493
Ibo,village,,10.521343,123.963578
Icting,hamlet,,11.133333,125.2
Ideal,hamlet,,11.207833,122.648472
Idiacacan,hamlet,,11.6884,122.1014
Idiayan,hamlet,,11.7683,121.9064
Idio,hamlet,,11.6238,122.0979
Igang,village,,10.913732,122.633722
Igbaras,town,,10.766667,122.25
Igbaras,village,,10.710461,122.273619
Igcocolo,village,,10.693865,122.318554
Igjod,hamlet,,12.616667,123.7
Igtambo,village,,10.776399,122.449873
Ilamnay,hamlet,,11.548611,122.805278
Ilas,hamlet,,11.3575,122.7343
Ilauran,hamlet,,12.52593,122.302013
Ilawod,hamlet,,11.183333,124.783333
Ilaya,village,,13.412472,121.184221
Ilaya,hamlet,,9.805868,123.373155
Ilaya Invisan,hamlet,,11.540114,122.712517
Iligan,village,,10.445793,123.426322
Ilig-Iligan,village,,11.994832,121.924417
Ilihan,village,,10.90528,123.970422
Ilihan,hamlet,,10.033172,124.066403
Ilihan,hamlet,,11.893653,124.416585
Ilihan Norte,hamlet,,9.933387,123.933333
Ilin,hamlet,,12.251355,121.034612
Ilog,town,,10.033333,122.766667
Imacoto,village,,13.070454,123.295272
Imba,hamlet,,11.955847,121.551006
Imbaga,hamlet,,9.783333,124.216667
Imbang Grande,village,,11.105766,122.657502
Imbang Pequeno,village,,11.097549,122.65395
Imbayongan,hamlet,,12.3468,121.353
Inabanga,town,,10.031861,124.066627
Inabayan,hamlet,,13.3695,121.1029
Inabilas,hamlet,,11.278474,125.146154
Inangatan,hamlet,,11.24784,124.398863
Inapla,hamlet,,13.17182,120.741869
Inasakan,hamlet,,12.215057,121.070512
Inasuyan,village,,11.693489,124.484491
Indonacion,village,,11.331076,124.12038
Inganio,hamlet,,10.309874,124.014085
Inganio,hamlet,,10.310563,124.010871
Inlagadean,village,,12.809639,124.064169
Inopacan,town,,10.499396,124.739549
Insiray,hamlet,,12.265654,121.072012
Intampilan,hamlet,,11.4813,122.7434
Interior,hamlet,,12.530717,123.732203
Intigban,hamlet,,12.4311,121.4039
Intoncan,hamlet,,11.4201,122.8905
Intosan,hamlet,,12.199275,123.849552
Intusan,hamlet,,12.0807,123.8735
Iphag,hamlet,,11.15337,124.827189
Ipil,village,6969,10.975367,124.63313
Ipil,village,3727,9.791706,125.439764
Ipil,hamlet,,9.635278,124.353056
Ipil,hamlet,,10.589167,123.993056
Ipil,hamlet,,11.7534,122.0555
Ipil,hamlet,,11.0001,124.5212
Irawan,village,,9.801182,118.692322
Irawarne,hamlet,,11.676278,124.756436
Iraya,hamlet,,11.25,125.533333
Irosin,town,,12.701085,124.031831
Isabela,town,,10.203695,122.988145
Isla de Ubay,hamlet,,10.025232,123.966836
Isleta,hamlet,,11.299309,123.157168
Itum,village,,9.230557,124.692192
Itum,village,,9.20668,124.69466
Itum,village,,10.245718,124.773532
Ivisan,town,,11.521667,122.690833
Iwahig,village,,9.749165,118.659197
Jabiera,hamlet,,11.5749,122.09
Jaboyoan,village,,12.511062,123.412438
Jaena,hamlet,,11.416667,122.4
Jagna,town,,9.650198,124.366225
Jagna,hamlet,,12.5922,123.6825
Jagna,hamlet,,12.6023,123.6359
Jagnaya,hamlet,,11.1575,125.683889
Jagnaya,hamlet,,11.388,122.5374
Jagnaya,hamlet,,11.391,122.5421
Jaguimitan,village,,11.135908,122.673599
Jamindan,town,,11.397913,122.472553
Jamindan,hamlet,,11.4089,122.5095
Jamorawon,village,,11.603267,124.386462
"Jampang, Argao",village,,9.916173,123.595553
Jandayan,hamlet,,10.166667,124.183333
Janiuay,town,,10.949957,122.502365
Janlud,hamlet,,9.783333,124.15
Jarigue,hamlet,,11.865379,121.44041
Jaro,town,,11.188333,124.7825
Jaro,village,,11.188333,124.7825
Jaucian Village,hamlet,,13.121898,123.705192
Javellana,hamlet,,11.131889,122.675806
Javier,town,,10.795833,124.935556
Jawili,hamlet,,11.799722,122.178611
Jetafe,town,,10.147222,124.153889
Jetafe,hamlet,,10.148804,124.153023
Jiabong,town,,11.85,124.983333
Jibong,village,,12.842504,124.139115
Jimalalud,town,,9.983333,123.116667
Jipapad,town,,12.266667,125.2
Jolo,hamlet,,13.0578,121.405917
Jolo,hamlet,,13.3592,121.1699
Jordan,town,,10.661841,122.591264
Jordan,hamlet,,11.1637,124.3927
Jovellar,town,,13.070552,123.591546
Juaton,village,1605,11.07408,124.594781
Juban,town,,12.84731,123.990527
Jubay,village,1079,11.538131,124.296834
Jubay,hamlet,,11.537639,124.295165
Jugpa,hamlet,,11.033333,124.633333
Julita,town,,10.973288,124.962278
Julita,village,,11.476563,124.515613
Junan,hamlet,,10.914122,124.536419
Jupi,village,,12.953776,124.100809
Juyang,hamlet,,12.5627,123.6772
Ka Butoy,village,,10.472005,123.440906
Ka Teves,village,,10.44846,123.889944
Ka Tiking,village,,10.453658,123.433737
Kaambi,hamlet,,9.766667,124.266667
Kabagakian,hamlet,,9.65,124.166667
Kabalwa,hamlet,,12.4665,121.4199
Kabang,village,,12.972652,120.866258
Kabanoyoan,hamlet,,12.1089,123.8665
Kabasiangan,hamlet,,10.5,123.716667
Kabatangan,village,,11.333749,124.118213
Kabatoan,village,,9.570882,123.329992
Kabatuan,hamlet,,11.233333,124.716667
Kabawan,hamlet,,9.95,124.05
Kabilaoan,hamlet,,11.5072,122.1754
Kaboloran,hamlet,,11.233333,124.9
Kabulihan,hamlet,,12.3755,121.4577
Kabuliren,hamlet,,13.157794,121.277817
Kadagui,hamlet,,9.666667,124.3
Kadajunan,hamlet,,11.2,124.866667
Kadaohan,village,1126,11.121344,124.562297
Kaganjao,hamlet,,13.4,121.833333
Kaghalu,hamlet,,11.258611,124.667778
Kaipitan,hamlet,,12.024185,123.833317
Kaislay,hamlet,,9.696667,124.201389
Kalabasita,hamlet,,9.733333,124.316667
Kalabasita,hamlet,,9.783333,124.283333
Kalabuga,hamlet,,13.36,121.0931
Kalangkang,hamlet,,13.533611,122.020833
Kalbasaan,village,,10.309684,123.763046
Kalikasan Village,village,,9.7526,118.761491
Kalinisan,hamlet,,13.290585,121.308518
Kalunasan,village,,10.35387,123.868921
Kamansi,hamlet,,11.218889,124.716111
Kamansi,hamlet,,11.549722,122.561667
Kamansi,hamlet,,11.7302,122.3523
Kambayong,hamlet,,9.733333,124.25
Kambayug,hamlet,,10.8,123.9
Kamongayan,village,,10.623999,123.762669
Kamongayan,hamlet,,10.625729,123.763593
Kampisao,hamlet,,11.0945,124.4426
Kananga,town,,11.185232,124.560692
Kanasulan,village,,10.123973,123.658561
Kanawagan,hamlet,,11.175833,124.5875
Kandamal,hamlet,,12.1745,123.7925
Kangcuas,hamlet,,9.938611,124.093333
Kangtingco,hamlet,,11.1395,124.5735
Kangwayan,hamlet,,11.29728,123.732122
Kanhabagat,village,,11.105814,123.996937
Kanlingo,village,,10.488517,124.026098
Kanoling,hamlet,,9.95,124.166667
Kansungay,hamlet,,9.916667,124.35
Kantibas,hamlet,,10.5,123.716667
Kantokong,hamlet,,10.633333,124.016667
Kantuod,hamlet,,10.516781,123.71597
Kanturoy,hamlet,,12.61703,121.111714
Ka-orasan,hamlet,,10.655556,123.872222
Kapangian,hamlet,,11.245,124.984722
Kapilihan,hamlet,,11.7883,122.157
Karugdug,hamlet,,11.6971,122.3141
Karungaan,hamlet,,10.722039,125.8172
Katayum,hamlet,,11.069722,124.593333
Katayum,hamlet,,11.0914,124.5466
Katibac,village,,9.177606,124.635204
Katigbian,hamlet,,10.013611,124.207778
Kaulangohan,village,,11.59269,124.558634
Kawayan,town,,11.679951,124.357023
Kawit,village,,10.73048,124.502785
Kawit,village,,11.186963,123.94555
Kayam,hamlet,,11.032243,123.904986
Kaymanas,hamlet,,13.413182,122.10037
Kimantong,village,,13.14361,123.710322
Kinabag-an,hamlet,,9.904722,123.821667
Kinabkaban,hamlet,,11.3832,122.6641
Kinagbaan,hamlet,,9.675,124.334722
Kinalangay Viejo,hamlet,,11.5787,122.1746
Kinartacan,hamlet,,11.300209,123.885049
Kinawahan,hamlet,,11.082511,123.935855
Kinayuya,hamlet,,11.3656,122.6539
Kinigtasai,hamlet,,11.1213,124.4812
Kinogitan,town,,8.966667,124.8
Kipot,hamlet,,10.477645,123.068222
Kirikite,hamlet,,11.947648,124.368606
Kitcharao / Jabonga,town,,9.416667,125.616667
Kiwit,hamlet,,12.08288,119.966914
Kodia,hamlet,,11.297064,123.730053
Kolongkolong,hamlet,,11.812,122.1799
Kolongkolong,hamlet,,11.812,122.1799
